Id;MAT_1SEM_PROM;FIS_1SEM_PROM;ING_1SEM_PROM;ACTF_1SEM_A;ACTF_1SEM_R;OTRANS_1SEM_A;OTRANS_1SEM_R;OTRANS_1SEM_PROM;ESP_1SEM_A;ESP_1SEM_R;ESP_1SEM_PROM;INS_1SEM;PROM_1SEM;MAT_2SEM_PROM;FIS_2SEM_PROM;ING_2SEM_PROM;ACTF_2SEM_A;ACTF_2SEM_R;OTRANS_2SEM_A;OTRANS_2SEM_R;OTRANS_2SEM_PROM;ESP_2SEM_A;ESP_2SEM_R;ESP_2SEM_PROM;INS_2SEM;PROM_2SEM;INSC_AnO;PROM_AnO;GENERO;NOM_CARRERA;TIPO_CARRERA;nombre_nacionalidad;descripcion_situacion_egreso_postulante;nombre_comuna_EM;nombre_provincia_EM;nombre_region_EM;nombre_dependencia_EM;nombre_grupo_dependencia_EM;descripcion_rama_educacional_EM;nombre_secretaria_admision;numero_estado_civil;descripcion_trabajo_remunerado;numero_horario_trabajo;descripcion_proseguir_estudios;descripcion_jefe_familia;descripcion_fuente_financiamiento_estudio_superior;descripcion_fuente_financiamiento_estudio_superior2;inferior_ingreso_bruto_fam;superior_ingreso_bruto_fam;nombre_cobertura_salud;descripcion_viven_padres;descripcion_nivel_educacion_padre;descripcion_nivel_educacion_madre;descripcion_situacion_ocupacional_padre;descripcion_situacion_ocupacional_madre;descripcion_tipo_organismo_trabajan_padre;descripcion_tipo_organismo_trabajan_madre;descripcion_ocupacion_principal_padre;descripcion_ocupacion_principal_madre;descripcion_rama_actividad_padre;descripcion_rama_actividad_madre;horas_promedio_trabajo;cantidad_personas_grupo_familiar;cuantos_trabajan_grupo_familiar;cuantos_estudian_grupo_pre_basica;cuantos_estudian_grupo_basica;cuantos_estudian_grupo_media_1_3;cuantos_estudian_grupo_media_4;cuantos_estudian_grupo_superior;cuantos_estudian_grupo_otras;ptje_nem;ptje_leng;ptje_mate;ptje_hycs;ptje_cien
630;84;60;93;1;;1;;58;1;1;48;7;65;73;;62;1;;1;;67;1;1;36;6;55;13;60;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Sin Datos;Padre del postulante;Padres del Postulante;Sin Datos;278001;834000;Fonasa;Ambos viven;Universitaria completa;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Fiscal o semifiscal;Fiscal o semifiscal;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;6;2;0;1;0;1;2;0;414;494;603;380;553
633;55;;55;1;;1;1;61;1;1;51;7;56;47;;55;1;;1;;66;;;;4;56;11;56;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;EL QUISCO;SAN ANTONIO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;San Antonio;soltero(a);No;0;Con familiares;Madre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ambos viven;Centro de formación técnica completa;Centro de formación técnica completa;Cesante;Activo& tiene trabajo remunerado;Otro;Fiscal o semifiscal;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;Otros servicios públicos y privados no incluidos en los anteriores.  Tesorería& Impuestos Internos& etc.;0;5;1;0;0;0;1;0;1;579;513;583;0;558
647;;25;;;;1;1;44;;1;12;4;31;5;5;55;;1;;1;38;;1;33;6;27;10;29;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;CANELA;CHOAPA;REGION DE COQUIMBO;Municipal;Municipal ;Técnico profesional industrial.;Illapel;soltero(a);No;0;En pensión;Madre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Básica incompleta;Básica incompleta;Cesante;Dueno de casa;Otro;Dueno de casa;Sin Datos;Sin Datos;Sin datos;Sin datos;0;5;1;0;0;0;0;1;0;539;567;560;639;0
656;;0;;;;;2;27;;1;0;4;13;;;;;;;;;;;;;;4;13;M;Técnico Universitario en Electrónica;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;BUIN;MAIPO;REGION METROPOLITANA DE SANTIAGO;Corporación Municipal;Municipal ;Humanista científico diurno.;Santiago;soltero(a);Ocasionalmente;1;Con sus padres;Madre del postulante;Padres del Postulante;Otros familiares;278001;834000;Isapre;Ambos viven;Universitaria completa;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Fiscal o semifiscal;Profesional con cinco o más anos de estudios  universitarios;Profesional con cinco o más anos de estudios  universitarios;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;8;5;2;0;0;1;1;0;0;579;564;534;552;0
659;55;57;64;;;;;;4;;59;7;59;55;;55;;;2;;60;2;2;53;8;55;15;57;M;Técnico Universitario en Mecánica Automotriz;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;LOS VILOS;CHOAPA;REGION DE COQUIMBO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Illapel;soltero(a);No;0;Con familiares;Madre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Sólo la madre;Sin Datos;Media completa;Sin Datos;Activo& tiene trabajo remunerado;Fiscal o semifiscal;Fiscal o semifiscal;Sin Datos;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Sin datos;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;2;1;0;0;0;1;0;0;661;596;472;613;0
661;;64;;;;2;;66;2;;81;5;71;51;;57;;1;1;;78;3;;80;7;71;12;71;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Quilpue;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Préstamo;144001;288000;Capredena;Ambos viven;Media incompleta;Media completa;Jubilado o pensionado (no reincorporado);Dueno de casa;Independiente;Dueno de casa;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Dueno de casa.;0;4;1;0;1;0;0;1;0;560;543;571;534;531
663;;54;;;;2;;88;2;;85;5;80;66;;64;1;;1;;83;3;;76;7;74;12;76;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;LIMACHE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);Sí& permanentemente;4;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;270001;405000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;6;6;1;0;1;0;1;1;0;599;486;578;508;409
669;82;;84;;;2;;69;3;;68;7;72;57;55;73;;;;;;3;;67;6;65;13;69;M;Técnico Universitario en Química;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Padres del Postulante;278001;834000;Otro;Ambos viven;Universitaria completa;Centro de formación técnica completa;Trabaja sólo ocasionalmente;Dueno de casa;Independiente;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;6;1;0;1;1;1;1;0;702;654;602;0;485
675;0;15;0;;1;;;;;3;21;7;13;;;;;;;;;;;;;;7;13;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;SAN FELIPE;SAN FELIPE DE ACONCAGUA;REGION DE VALPARAISO;Particular no Subvencionado;Particular Pagado ;Humanista científico diurno.;San Felipe;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Beca;0;278000;Fonasa;Ambos viven;Media incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;3;1;0;0;0;1;0;0;517;490;554;0;525
692;;55;67;1;;;;;2;1;64;6;63;;40;79;1;;;;;3;;66;6;64;12;63;F;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción del ano& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Préstamo;0;278000;Otro;Ambos viven;Media completa;Básica incompleta;Jubilado o pensionado (no reincorporado);Dueno de casa;Independiente;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;3;1;0;0;0;1;0;0;599;602;603;0;567
695;41;32;62;1;;;;;;3;33;7;39;;;;;;;;;;;;;;7;39;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Otros familiares;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Otra situación;Activo& tiene trabajo remunerado;Independiente;Fiscal o semifiscal;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Agricultura& ganadería& pesca y caza.;Servicios de salud públicos y privados. Ministerio de Salud e  instituciones de salud.;0;5;2;0;1;0;1;0;0;558;513;540;0;537
698;46;70;55;1;;1;;82;2;;78;7;68;56;;63;1;;1;;75;3;;79;7;72;14;70;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);Sí& permanentemente;1;Con sus padres;Padre del postulante;Préstamo;Beca;0;278000;Fonasa;Ambos viven;Media incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano calificado& electricista& mecánico& carpintero& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;48;4;2;0;0;0;0;0;0;538;454;565;469;446
700;;;55;1;;1;;70;1;2;56;6;59;;;;1;;;;;3;1;60;5;60;11;59;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;834001;1400000;Isapre;Ambos viven;Universitaria completa;Universitaria completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Fiscal o semifiscal;Fiscal o semifiscal;Profesional con cinco o más anos de estudios  universitarios;Profesional con cinco o más anos de estudios  universitarios;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;0;4;2;0;0;0;1;1;0;538;650;562;0;553
703;55;;78;1;;2;;70;1;1;39;7;59;40;;56;1;;1;;58;;;;4;51;11;56;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Otras fuentes;Padres del Postulante;278001;834000;Otro;Ambos viven;Universitaria completa;Media completa;Trabaja sólo ocasionalmente;Dueno de casa;Independiente;Dueno de casa;Profesional con cinco o más anos de estudios  universitarios;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;5;1;1;1;0;0;0;0;579;635;565;0;537
706;39;44;94;1;;1;;68;2;;70;7;64;55;55;90;1;;1;;72;3;;89;8;77;15;71;M;Técnico Universitario en Proyecto y Diseno Mecánico;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Beca;Préstamo;0;278000;Otro;Ambos viven;Media incompleta;Media incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Obrero urbano no calificado& obrero de la construcción& cargador&  estibador& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;5;1;0;1;0;0;0;0;641;547;552;0;504
714;82;76;95;1;;2;;74;1;;74;7;79;80;;73;1;;1;;67;4;;67;8;70;15;74;F;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Corporación Municipal;Municipal ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Media completa;Básica completa;Activo& tiene trabajo remunerado;Dueno de casa;Fiscal o semifiscal;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Servicios educacionales públicos y privados. Ministerio de  Educación& establecimientos educacionales de todos los niveles.;Dueno de casa.;0;3;1;0;0;0;1;0;0;620;575;591;635;0
715;;61;;;;2;;82;2;;92;5;81;86;;100;1;;1;;81;3;;86;7;88;12;85;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VALPARAISO;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Sin Datos;Padre del postulante;Padres del Postulante;Beca;834001;1400000;Otro;Ambos viven;Centro de formación técnica completa;Centro de formación técnica completa;Otra situación;Otra situación;Internacional;Internacional;Sin Datos;Sin Datos;Sin datos;Sin datos;0;4;0;0;0;0;1;3;0;599;505;604;503;0
722;;55;;;;2;;69;2;;76;5;69;61;;55;1;;1;;76;3;;76;7;70;12;69;M;Técnico Universitario en Construcción;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Santiago;soltero(a);No;0;Con sus padres;Madre del postulante;Beca;Padres del Postulante;144001;288000;Isapre;Sólo la madre;Media completa;Básica completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Dueno de casa.;0;4;1;0;1;0;0;2;0;601;525;640;608;486
725;55;;60;1;;2;;81;1;1;52;7;63;;;;;;;;;;;;;;7;63;F;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;INDEPENDENCIA;SANTIAGO;REGION METROPOLITANA DE SANTIAGO;Corporación Municipal;Municipal ;Humanista científico diurno.;Santiago;soltero(a);No;0;Con familiares;Otro familiar del postulante;Otros familiares;Sin Datos;0;278000;Fonasa;Ambos viven;Básica completa;Universitaria completa;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin Datos;Sin datos;Sin datos;0;3;0;0;0;0;1;0;0;579;575;591;0;511
741;55;;23;1;;1;;72;1;2;51;7;51;55;19;;1;;1;;60;;1;30;5;41;12;47;M;Técnico Universitario en Matricería para Plásticos y Metales;TÉCNICO;Chilena;Promoción anterior& Nacional - alumno regular.;OLMUE;MARGA MARGA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con sus padres;Madre del postulante;Otras fuentes;Beca;0;135000;Fonasa;Sólo la madre;Sin Datos;Básica completa;Otra situación;Trabaja sólo ocasionalmente;Otro;Otro;Sin Datos;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Sin datos;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;0;4;1;0;0;0;0;2;0;496;464;499;572;466
752;55;;70;1;;2;;64;1;1;63;7;63;56;;61;1;;1;;60;;;;4;59;11;62;M;Técnico Universitario en Informática;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Padres del Postulante;270001;405000;Fonasa;Sólo la madre;Media completa;Media completa;Activo& tiene trabajo remunerado;Activo& tiene trabajo remunerado;Privado o particular;Privado o particular;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Comercio al por mayor y menor. Bancos y seguros;0;3;1;0;1;0;1;0;0;620;513;532;576;488
757;;;59;1;;1;;73;3;;63;6;64;;;;1;;;;;2;3;51;6;51;12;58;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;VInA DEL MAR;VALPARAISO;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;Valparaíso;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Padres del Postulante;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Sin Datos;Sin Datos;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Dueno de casa;Transporte& almacenaje y comunicaciones. Transporte terrestre&  aéreo& marítimo. Comunicaciones telegráficas& telefónicas& radio y TV.;Dueno de casa.;0;5;1;0;1;0;0;0;1;499;429;532;391;488
758;66;64;82;1;;2;;58;1;;61;7;65;69;;62;1;;1;;66;4;;67;8;67;15;66;F;Técnico Universitario en Prevención de Riesgos;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;CABILDO;PETORCA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;La Ligua;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Préstamo;278001;834000;Fonasa;Ambos viven;Media completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Independiente;Dueno de casa;Pequeno empresario industrial& suboficial de FF.AA y Carabineros&  minero& comercial y agrícola;Dueno de casa;Comercio al por mayor y menor. Bancos y seguros;Dueno de casa.;0;5;1;0;2;0;1;0;0;599;537;585;547;483
759;29;;;1;;2;;60;2;2;42;8;45;;42;;;;;;;1;1;54;3;50;11;47;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILPUE;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Vina del Mar;soltero(a);No;0;Con sus padres;Madre del postulante;Padres del Postulante;Padres del Postulante;1080001;1;Fonasa;Ambos viven;Universitaria completa;Centro de formación técnica completa;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Privado o particular;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Empleado de oficina y actividades semiespecializadas& oficinista&  secretario& vendedor de comercio& chofer& etc.;Servicios de utilidad pública& fiscales y privados. Agua& luz& gas&  Servicios Sanitarios& Municipalidades& etc;Dueno de casa.;0;5;1;1;1;0;1;0;0;517;492;550;0;513
764;;;57;;1;1;;84;3;;65;6;67;56;;;;;;;;4;1;56;6;56;12;61;M;Ingeniería de Ejecución en Mecánica de Procesos y Mantenimiento Industrial;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico diurno.;Valparaíso;soltero(a);No;0;Con sus padres;Madre del postulante;Beca;Padres del Postulante;0;278000;Fonasa;Ambos viven;Media completa;Media completa;Cesante;Trabaja sólo ocasionalmente;Privado o particular;Privado o particular;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Empleado o funcionario especializado& jefe  intermedio de servicios públicos y privados. Oficial  de FF.AA. y Carabineros. Profesional o técnico con  menos de cinco anos de estudios universitarios.  Mediano empresario industrial& comerciante&  agrícola y minero.;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;Ingeniería& industria& construcción& artesanía& industria de  alimentos& textiles& metalúrgica& química& calzado& etc. Construcción de  viviendas y caminos& etc. Talleres.;0;3;1;0;0;1;0;1;0;558;574;572;0;537
766;;46;63;1;;;;;2;1;60;6;58;;48;71;;1;;;;3;;55;6;57;12;58;M;Ingeniería de Ejecución en Prevención De Riesgos;INGENIERÍA;Chilena;Promoción anterior& Nacional - alumno regular.;VILLA ALEMANA;MARGA MARGA;REGION DE VALPARAISO;Particular Subvencionado;Particular Subvencionado ;Humanista científico nocturno.;Valparaíso;soltero(a);No;0;En forma independiente;El postulante;Sin Datos;Otras fuentes;0;135000;Fonasa;Sin Datos;Básica incompleta;Básica incompleta;Sin Datos;Dueno de casa;Sin Datos;Sin Datos;Dueno de casa;Dueno de casa;Sin datos;Dueno de casa.;0;1;0;0;0;0;0;0;0;662;560;570;559;584
771;61;55;68;1;;;;;3;;76;7;69;94;;88;;;1;;61;4;;74;7;77;14;73;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;Sin Datos;Sin Datos;Sin Datos;Particular Subvencionado;Particular Subvencionado ;Técnico profesional industrial.;Santiago;soltero(a);No;0;Con sus padres;Padre del postulante;Padres del Postulante;Sin Datos;0;278000;Fonasa;Ambos viven;Universitaria completa;Media completa;Activo& tiene trabajo remunerado;Dueno de casa;Otro;Dueno de casa;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Dueno de casa.;0;3;1;0;0;0;0;0;1;641;499;517;521;0
776;28;;;;1;;2;35;;4;41;8;37;;;;;;;;;;;;;;8;37;M;Técnico Universitario en Mecánica Industrial;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;QUILLOTA;QUILLOTA;REGION DE VALPARAISO;Municipal;Municipal ;Humanista científico diurno.;Quillota;soltero(a);No;0;Con familiares;Abuelo(a);Padres del Postulante;Beca;0;135000;Fonasa;Sólo la madre;Básica incompleta;Media incompleta;Otra situación;Dueno de casa;Independiente;Dueno de casa;Obrero agrícola o minero no calificado& obrero agrícola ganadero&  maderero& pescador& minero& etc.;Dueno de casa;Agricultura& ganadería& pesca y caza.;Dueno de casa.;0;11;1;1;1;1;1;0;0;517;440;559;0;450
785;55;57;64;1;;;;;3;;75;7;67;82;;85;;;1;;68;4;;79;7;79;14;73;M;Técnico Universitario en Electricidad;TÉCNICO;Chilena;Promoción del ano& Nacional - alumno regular.;SAN FELIPE;SAN FELIPE DE ACONCAGUA;REGION DE VALPARAISO;Corporación de admisión delegada;Municipal ;Técnico profesional industrial.;San Felipe;soltero(a);No;0;En pensión;Padre del postulante;Padres del Postulante;Trabajo personal;144001;288000;Fonasa;Ambos viven;Básica incompleta;Básica incompleta;Activo& tiene trabajo remunerado;Dueno de casa;Privado o particular;Dueno de casa;Servicio doméstico& servicios menores (de restaurantes& mensajero&  conserje& etc.).;Dueno de casa;Otros servicios personales& trabajos en hoteles& residenciales&  restaurantes& casas particulares& etc.;Dueno de casa.;0;4;1;0;0;0;1;1;0;662;534;504;496;508
